tanggal_gabungan,product,kategori,batch,umur,region,kategori_kesibukan,kategori_pekerjaan,combined,motivation_cloud,channel_clean
2025-08-18,Digital Marketing,JCJC+,32.0,22.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Tertarik karena dia lihat digital marketing prospek career high demand dia lihat bakalan gampang dapat kerja kalau punya career di bidang itu dan luas eather di luar negeri bisa berkarier di bidang itu serta goalsnya bisa punya skill ini dan mampu serta siap kerja langsung dan dari awal register sudah yakin di program ini tidak berpikir ke program lain, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya di bidang ini Testimoni (kenapa memilih Dibimbing karena setelah lihat di google dan sharing dengan temannya ada yang merekomendasikan Dibimbing membuat dia yakin)",tarik lihat digital marketing prospek career high demand lihat gampang kerja career bidang luas eather negeri karier bidang goalsnya skill kerja langsung register program pikir program tuju utama tambah skill tunjang career depan bidang testimoni pilih bimbing lihat google sharing teman rekomendasi bimbing,other
2025-08-18,Digital Marketing,JCJC+,32.0,24.0,jabodetabek,Pekerja,Private Employee,"Saat ini sudah bekerja dibidang social media atau ruang lingkup digital marketing dan ingin belajar lebih dalam serta improve ilmu ataupun skill dibidang digital marketing. Oleh karena itu, tertarik mengikuti bootcamp ini untuk bisa mendapatkan pendampingan dan fasilitas belajar yang lebih proper, karena improve ilmu dan skill ini juga untuk kepentingan pekerjaannya Harga affordable (memilih Dibimbing karena setelah compare dengan platform lainnya, yakni Revou dari segi harga lebih cocok dengan harga yang ada di Dibimbing, karena untuk Revou lebih mahal)",bidang social media ruang lingkup digital marketing ajar improve ilmu skill bidang digital marketing tarik ikut bootcamp damping fasilitas ajar proper improve ilmu skill penting kerja harga affordable pilih bimbing compare platform revou segi harga cocok harga bimbing revou mahal,influencer
2025-08-18,AI Machine Learning,CAJC,8.0,30.0,jabodetabek,Pekerja,Private Employee,"Saat ini sudah bekerja dibidang Data Analyst, tetapi ingin mencari peluang karir yang lebih potensial, yakni dibidang AI Machine Learning. Oleh karena itu, tertarik mengikuti bootcamp AI Machine Learning untuk bisa belajar dan mendapatkan pendampingan karir dibidang tersebut, karena bidang AI Machine Learning masih jarang, sehingga memerlukan fasilitas dan dampingan belajar dari tim profesional Jadwal bootcamp, harga affordable (memilih Dibimbing karena setelah compare dengan platform lainnya, yakni Puwadika & Indonesia AI, lebih tertarik dengan Dibimbing karena jadwal mulai bootcamp ada jadwal terdekat, yakni akhir bulan Agustus, sehingga tidak menunggu lama dan dari segi harga juga affordable, karena platform lain, seperti Purwadika harganya 2x lebih mahal)",bidang data analyst cari peluang karir potensial bidang ai machine learning tarik ikut bootcamp ai machine learning ajar damping karir bidang bidang ai machine learning jarang fasilitas damping ajar tim profesional jadwal bootcamp harga affordable pilih bimbing compare platform puwadika indonesia ai tarik bimbing jadwal bootcamp jadwal dekat agustus tunggu segi harga affordable platform purwadika harga x mahal,instagram
2025-08-18,AI Machine Learning,CAJC,8.0,19.0,outside_java,Mahasiswa,Student,"Saat ini mahasiswa semester 5 S1 Informatika dan di semester akan mempelajari tentang bidang AI Machine Learning, sehingga saat ini ingin mempelajari dan mendalami bidang tersebut untuk persiapan ke semester 6 nantinya. Oleh karena itu, tertarik mengikuti bootcamp untuk bisa didampingi proses belajar dengan dampingan tim bootcamp profesional, fasilitas yang lengkap dan silabus yang tersistem. Selain itu, bidang AI Machine Learning ini menjadi bidang yang akan dia pilih untuk berkarir setelah lulus, sehingga bootcamp ini sekaligus sebagai persiapan karirnya) Rekomendasi teman, silabus dan fasilitas lengkap (memilih Dibimbing karena mendapat rekomendasi dari temannya atas nama kak Christo Pasaribu yang sudah mengikuti bootcamp cyber security di Dibimbing. Selain itu, setelah compare dengan platform lain, seperti Decoding, lebih tertarik dengan Dibimbing, sebab memiliki silabus dan fasilitas yang lengkap untuk support proses belajarnya)",mahasiswa semester s informatika semester ajar bidang ai machine learning ajar dalam bidang siap semester tarik ikut bootcamp damping proses ajar damping tim bootcamp profesional fasilitas lengkap silabus sistem bidang ai machine learning bidang pilih berkarir lulus bootcamp siap karirnya rekomendasi teman silabus fasilitas lengkap pilih bimbing rekomendasi teman nama kak christo pasaribu ikut bootcamp cyber security bimbing compare platform decoding tarik bimbing milik silabus fasilitas lengkap support proses ajar,referral
2025-08-18,Cyber Security,CAJC,4.0,26.0,outside_java,Other,Government Employee,"Tertarik mengikuti bootcamp karena ingin mempelajari atau mendapatkan ilmu baru dibidang cyber security. Selain itu, ada rencana untuk bekerja dibidang tersebut juga Fasilitas, silabus dan harga affordable (memilih Dibimbing karena setelah compare disemua platform lain, seperti Revou, purwadika, myskill dll lebih cocok dengan Dibimbing karena fasilitas lebih lengkap, silabus juga sesuai dengan yang sedang dicari dan dari segi harga juga affordable)",tarik ikut bootcamp ajar ilmu bidang cyber security rencana bidang fasilitas silabus harga affordable pilih bimbing compare semua platform revou purwadika myskill dll cocok bimbing fasilitas lengkap silabus sesuai cari segi harga affordable,other
2025-08-19,Data Science,JCJC+,39.0,22.0,jabodetabek,Pekerja,Private Employee,"Saat ini sudah bekerja dibidang data analyst, sehingga ingin meningkatkan ilmu dan skill dibidang data untuk kepentingan pekerjaanya. Oleh karena itu, tertarik mengikuti bootcamp untuk bisa mendapatkan pendampingan belajar yang lebih maksimal dengan bantuan tim bootcamp profesional dengan fasilitas-fasilitas yang mendukung proses belajarnya tersebut Silabus (memilih Dibimbing karena setelah compare dengan platform lainnya, seperti Coursenet, lebih tertarik untuk ambil Dibimbing yang silabusnya lebih lengkap, yakni ada data science dan data analyst)",bidang data analyst tingkat ilmu skill bidang data penting pekerjaanya tarik ikut bootcamp damping ajar maksimal bantu tim bootcamp profesional fasilitas fasilitas dukung proses ajar silabus pilih bimbing compare platform coursenet tarik ambil bimbing silabus lengkap data science data analyst,other
2025-08-19,UI/UX,JCJC+,32.0,27.0,outside_java,Pekerja,Other,"Adanya keinginan untuk switch career dibidang UIUX design. Oleh karena itu, tertarik mengikuti bootcamp ini untuk bisa memperoleh fasilitas dan pendampingan yang maksimal untuk belajar dan mendapatkan ilmu serta skill dibidang tersebut, sekaligus untuk memaksimalkan persiapan karirnya dengan adanya fasilitas internship yang ada di bootcamp ini Rekomendasi AI dan fasilitas job connector (memilih Dibimbing karena setelah compare dengan platform lainnya, yakni Revou, di AI dan AI merekomendasikan Dibimbing. Selain itu, adanya fasilitas job connector dan internship yang bisa membantunya untuk merealisasikan tujuannya untuk switch career tersebut)",switch career bidang uiux design tarik ikut bootcamp oleh fasilitas damping maksimal ajar ilmu skill bidang maksimal siap karirnya fasilitas internship bootcamp rekomendasi ai fasilitas job connector pilih bimbing compare platform revou ai ai rekomendasi bimbing fasilitas job connector internship bantu realisasi tuju switch career,other
2025-08-19,Digital Marketing,JCJC+,32.0,21.0,java_non_jabodetabek,Mahasiswa,Student,"Sebenarnya cuma mau nambah pengalaman dan kebetulan digital marketing akan cukup di dia karena sebetulnya dia tidak punya passion di digital marketing karena jurusan perkuliahan hukum namun sebelumnya sempat ingin ke business intelligence tetapi karena ada excel dan pengcodingan dia lebih memilih yang digital marketing karena lebih mengarah ke media sosial menurutnya cukup luas, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya di bidang ini Testimoni (kenapa memilih Dibimbing karena lihat testimoni banyak orang yang keterima kerja meskipun jurusannya tidak linier dari situ dia tertarik)",nambah alam digital marketing passion digital marketing jurus kuliah hukum business intelligence excel pengcodingan pilih digital marketing arah media sosial turut luas tuju utama tambah skill tunjang career depan bidang testimoni pilih bimbing lihat testimoni orang terima kerja jurus linier situ tarik,instagram
2025-08-19,Business Development,CAJC,4.0,32.0,java_non_jabodetabek,Mahasiswa,Student,"Karena memang BD menarik namun sebelumnya sempat ingin ke digital marketing tetapi dari segi budged cukup di BD dan menurutnya di kuliah ambil manajemen masih linier, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya di bidang ini Testimoni, kurikulum, mentor (kenapa memilih Dibimbing karena dari rekomendasi Kak Ahmad Zaky lalu kurikulumnya detail dan mentornya bagus-bagus dari perusahaan besar serta tidak sempat dicompare dengan platform lain)",bd tarik digital marketing segi budged bd turut kuliah ambil manajemen linier tuju utama tambah skill tunjang career depan bidang testimoni kurikulum mentor pilih bimbing rekomendasi kak ahmad zaky kurikulum detail mentor bagus bagus usaha dicompare platform,influencer
2025-08-19,Finance & Accounting,JCJC+,5.0,20.0,jabodetabek,Mahasiswa,Student,"Saat ini sudah familiar dan memiliki background yang relevan dengan bidang finance & accounting, sehingga dia ingin lebih fokus untuk memaksimalkan dibidang finance & accounting, selain untuk kepenting perkuliahan, tetapi juga untuk rencana karirnya setelah lulus. Oleh karena itu, tertarik untuk mengikuti bootcamp agar mendapatkan pendampingan belajar yang lebih maksimal dari tim bootcamp profesional dan fasilitas bootcamp yang bisa support kebutuhan belajarnya tersebut Reputasi Dibimbing, fasilitas job connector dan internship (memilih Dibimbing karena setelah compare dengan platform lainnya, yakni MySkill, lebih tertarik di Dibimbing karena reputasi dari Dibimbing dan adanya fasilitas job connector dan internship ang bisa memaksimalkan proses belajar dan persiapan karirnya)",familiar milik background relevan bidang finance accounting fokus maksimal bidang finance accounting penting kuliah rencana karirnya lulus tarik ikut bootcamp damping ajar maksimal tim bootcamp profesional fasilitas bootcamp support butuh ajar reputasi bimbing fasilitas job connector internship pilih bimbing compare platform myskill tarik bimbing reputasi bimbing fasilitas job connector internship ang maksimal proses ajar siap karirnya,influencer
2025-08-19,Supply Chain Management,CAJC,1.0,21.0,java_non_jabodetabek,Pekerja,Student,"Saat ini masih mahasiswa dan program studinya juga mempelajari bidang suplay chain management, tetapi dia ingin lebih fokus lagi untuk memperdalam atau meningkatkan ilmu serta skill bidang suplay chain management. Oleh karena itu, tertarik mengikuti bootcamp untuk bisa memaksimalkan proses belajarnya dengan dampingan tim bootcamp profesional Reputasi Dibimbing dan silabus (memilih Dibimbing karena reputasi Dibimbing yang terpercaya dan silabus yang lengkap, sehingga materi-materi yang iingin dia pelajari ada di silabus bootcamp Suplay Chain Management tersebut)",mahasiswa program studi ajar bidang suplay chain management fokus dalam tingkat ilmu skill bidang suplay chain management tarik ikut bootcamp maksimal proses ajar damping tim bootcamp profesional reputasi bimbing silabus pilih bimbing reputasi bimbing percaya silabus lengkap materi materi iingin ajar silabus bootcamp suplay chain management,other
2025-08-19,Data Science (Offline),JCJC+,1.0,35.0,outside_java,Job seeker,Job Seeker / Unemployed,"Dia pengen switch career dan sebelumnya sempat pernah jadi HSE dan petugas proteksi radiasi lalu dia lihat gitu-gitu aja tidak ada perkembangan apa-apa namun sempat ingin ke web development cuma kalau web development bisa belajar sendiri kalau data ribet butuh mentor dan ada temannya yang menjadi data analyst diluar negeri jadi dia lebih mamilih DA&DS, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya di bidang ini Testimoni, followers dan program lebih lengkap (kenapa memilih Dibimbing sebelumnya sempat dicompare dengan Purwadhika, RevoU, Hacktiv8 lebih memilih Dibimbing karena review dan followersnya banyak Dibimbing serta programnya disini lebih lengkap yaitu dua sekalian DA&DS sedangkan yang lain hanya satu)",ken switch career hse tugas proteksi radiasi lihat gitu gitu aja kembang web development web development ajar data ribet butuh mentor teman data analyst luar negeri mamilih da ds tuju utama tambah skill tunjang career depan bidang testimoni followers program lengkap pilih bimbing dicompare purwadhika revou hacktiv pilih bimbing review followersnya bimbing program lengkap da ds,instagram
2025-08-20,Data Science,JCJC+,39.0,25.0,jabodetabek,Pekerja,Private Employee,"Melihat zaman semakin modern dan tertarik untuk mempelajari terkait data, motivasinya melihat salah satu tetangganya yang berhasil kerja di data science yang awalnya juga belajar dari kelas seperti dibimbing lalu memiliki gaji yang 3x lipat dari ukuran gaji saat ini, sehingga ingin switch career juga ke data science/analyst Jadwalnya cocok di weekend dan harga bootcamp lebih murah (karena jadwal dibimbing adanya di hari Sabtu dan Minggu saja jadi tidak bentrok dengan pekerjaan saat ini dan ketika melihat harga dibimbing lebih affordable dibandingkan dengan platform lain)",zaman modern tarik ajar kait data motivasi salah tetangga hasil kerja data science ajar kelas bimbing milik gaji x lipat ukur gaji switch career data science analyst jadwal cocok weekend harga bootcamp murah jadwal bimbing sabtu minggu bentrok kerja harga bimbing affordable banding platform,other
2025-08-20,Data Science (Offline),JCJC+,1.0,23.0,outside_java,Job seeker,Job Seeker / Unemployed,"Dia lihat Dibimbing lewat tik tok dan pekerjaan yang banyak dibutuhkan di zaman teknologi DA&DS dan perlu keahlian tidak perlu bassic dan sempat dicompare dengan RevoU, Dicoding dan tertariknya offline kalau online takutnya tidak cocok akhirnya memilih Dibimbing goalsnya untuk pekerjaan dan dari awal sudah yakin diprogram ini tidak berpikir ke program lain karena dari segi background pendidikan sistem informasi yang menurutnya masih linier, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career kedepannya di bidang ini Program bootcamp offline (kenapa memilih Dibimbing karena dia ingin yang offline supaya maksimal dan sebelumnya sudah sempat dicompare dengan platform lain seperti RevoU, Dicoding tetapi mereka menyediakan online, sehingga lebih memilih di Dibimbing)",lihat bimbing tik tok kerja butuh zaman teknologi da ds ahli bassic dicompare revou dicoding tarik offline online takut cocok pilih bimbing goalsnya kerja program pikir program segi background didik sistem informasi turut linier tuju utama kembang skill tunjang career depan bidang program bootcamp offline pilih bimbing offline maksimal dicompare platform revou dicoding sedia online pilih bimbing,tiktok
2025-08-20,Digital Marketing (Offline),JCJC+,1.0,26.0,jabodetabek,Mahasiswa,Student,"Sebenarnya pengen switch career karena dia melihat pas research untuk pekerjaan yang demandnya tinggi di digital marketing jadi memang tertarik di bidang ini namun sebelumnya sempat ingin ke DA&DS tetapi setelah dipertimbangkan kemampuannya belum eligible karena ada pengcodingan dan memilih digital marketing selain bisa untuk bekerja profesional bisa diaplikasikan ke bisnis, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career kedepannya di bidang ini Program bootcamp offline (kenapa memilih Dibimbing karena programnya offline yang menurutnya akan lebih maksimal dan tidak dicompare dengan platform lain karena sejauh ini dia menemukan yang menyediakan offline di Dibimbing)",ken switch career pas research kerja demandnya digital marketing tarik bidang da ds timbang mampu eligible pengcodingan pilih digital marketing profesional aplikasi bisnis tuju utama kembang skill tunjang career depan bidang program bootcamp offline pilih bimbing program offline turut maksimal dicompare platform temu sedia offline bimbing,instagram
2025-08-20,Digital Marketing (Offline),JCJC+,1.0,30.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Tujuannya adalah untuk switch career yang saat ini bekerja di bidang collection namun merasa sangat stuck karirnya jadi ingin switch career ke digital marketing supaya ada peningkatan karir Karena dibimbing menyediakan bootcamp offline, jadi lebih pilih dibimbing supaya belajarnya lebih maksimal secara langsung",tuju switch career bidang collection stuck karirnya switch career digital marketing tingkat karir bimbing sedia bootcamp offline pilih bimbing ajar maksimal langsung,instagram
2025-08-20,Business Intelligence,CAJC,18.0,21.0,java_non_jabodetabek,Mahasiswa,Student,"Awalnya tidak memiliki basic knowledge dan ketika magang di semester 6, di push untuk mempelejari seperti tools seperti tableu dan excel lalu akhirnya tertarik mempelajari lebih dalam. Selain itu, melihat prospek kerja di business intelligene cukup menjanjikan sehingga ingin mengasah skillnya Silabusnya lengkap dan detail (setelah melihat silabusnya sangat tertarik karena materinya lengkap dan detail jadi memutuskan untuk daftar di dibimbing)",milik basic knowledge magang semester push lejar tools tableu excel tarik ajar prospek kerja business intelligene janji asah skillnya silabus lengkap detail silabus tarik materi lengkap detail putus daftar bimbing,tiktok
2025-08-21,Data Science,JCJC+,39.0,27.0,outside_java,Pekerja,Government Employee,"Untuk tujuannya lebih ingin menambah keahlian/kemampuan soft skill entah dari DA/DS bisa berguna untuk pekerjaan kedepannya atau memungkinkan switch career karena DA&DS itu yang menurutnya bisa dia kuasai untuk jangka panjang dan dari awal sudah yakin di program ini tidak bepikir ke program lain, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya di bidang ini Testimoni, CEO Dibimbing, partnership dan mentor profesional (kenapa memilih Dibimbing karena selain dapat rekomendasi dari temannya CEO Dibimbing dia kenal dari temannya jadi merasa yakin lalu partnership dan mentornya dari company besar serta sebelumnya tidak dicompare dengan platform lain karena sudah yakin)",tuju tambah ahli mampu soft skill da ds guna kerja depan switch career da ds turut kuasa jangka program bepikir program tuju utama tambah skill tunjang career depan bidang testimoni ceo bimbing partnership mentor profesional pilih bimbing rekomendasi teman ceo bimbing kenal teman partnership mentor company dicompare platform,referral
2025-08-21,Business Intelligence,CAJC,18.0,27.0,outside_java,Job seeker,Job Seeker / Unemployed,"Tujuannya mau kerja di bidang data dan dari awal memang sudah yakin di program ini tidak berpikir ke program lain, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career kedepannya di bidang ini Fasilitas job connector (kenapa memilih Dibimbing karena ada fasilitas job connector dan tidak dicompare dengan platform lain)",tuju kerja bidang data program pikir program tuju utama kembang skill tunjang career depan bidang fasilitas job connector pilih bimbing fasilitas job connector dicompare platform,influencer
2025-08-21,Fullstack Web-Dev,CAJC,1.0,27.0,java_non_jabodetabek,Job seeker,Freelancer / Part-Time,"Singkatnya berencana untuk berpindah pekerjaan atau switch career karena saat ini di bidang pendidikan dan dia lebih tertarik pada akhirnya masuk ke ranah teknologi dan di FWD dulu karena supaya universal dan harapannya nanti bisa sedikit bisa merambah ke bagian lainnya seperti android development atau hal-hal yang berbau AI dan dari awal sudah yakin di program ini tidak berpikir ke program lain, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career kedepannya di bidang ini Harga affordable, benefit dan jadwal kelas (kenapa memilih Dibimbing sebelumnya sempat dicompare dengan platform Pijar Camp, RevoU dan harisenin.com tetapi dari beberapa itu mulai dari budgeting, benefit kebutuhan sampai jadwal kelas paling cocok di Dibimbing)",singkat rencana pindah kerja switch career bidang didik tarik masuk ranah teknologi fwd universal harap rambah android development bau ai program pikir program tuju utama kembang skill tunjang career depan bidang harga affordable benefit jadwal kelas pilih bimbing dicompare platform pijar camp revou harisenin com budgeting benefit butuh jadwal kelas cocok bimbing,instagram
2025-08-21,UI/UX,JCJC+,32.0,24.0,jabodetabek,Job seeker,Job Seeker / Unemployed,Tujuannya ingin switch career dari pendidikan masyarakat ke bidang UIUX sehingga ingin menyiapkan ilmu dan skill di bidang UIUX ini dengan mengikuti bootcamp ini Arahan kakaknya (di arahkan dan direkomendasikan oleh kakaknya untuk ikut bootcamp UIUX karena adiknya (student) suka desain),tuju switch career didik masyarakat bidang uiux ilmu skill bidang uiux ikut bootcamp arah kakak arah rekomendasi kakak bootcamp uiux adik student suka desain,referral
2025-08-21,AI Machine Learning,CAJC,8.0,42.0,jabodetabek,Pekerja,Healthcare Professional,"Dari duduk dibangku sekolah sudah suka IT dan saat ini ingin memperdalam materinya  dan ingin mengasah skill agar bisa mengimplementasikan ke hal-hal yang student senangi Karena dibimbing memiliki legalitas dan ketika diminta NPWP, dibimbing memberikannya. Maka student menilai bahwa dibimbing adalah perusahaan yang legal dan tidak scam",duduk bang sekolah suka it dalam materi asah skill implementasi student senang bimbing milik legalitas npwp bimbing beri student nilai bimbing usaha legal scam,other
2025-08-21,Investment Banking,CAJC,1.0,25.0,jabodetabek,Pekerja,Private Employee,Ingin bekerja lebih spesialis karena pekerjaan saat ini masih general jadi pilih investment banking supaya bisa lebih mengasah skillnya di bidang keuangan dan meneruskan ilmu saat kuliah di S2 manajemen kemarin Karena investment banking jarang yang membuka programnya dan baru ada di dibimbing,spesialis kerja general pilih investment banking asah skillnya bidang uang terus ilmu kuliah s manajemen kemarin investment banking jarang buka program bimbing,instagram
2025-08-22,Data Engineering,CAJC,11.0,26.0,outside_java,Pekerja,Private Employee,"Sebenarnya pengen DE awalnya interest di data analytics dan science terus setelah belajar merasa kalau data analytics sudah lumayan bisa dan sekarang banyak orang yang belajar didata analytics ini jadi persaingannya semakin ketat karena banyak orang yang bukan backgrond tech banyak yang belajar di data analytics ini dan lumayan banyak yang terjun habis itu dia coba belajar data science di Udemy dan nonton youtube serta apply di data science karena sekarang tidak di Indonesia applynya di luar negeri mereka mintanya master degree walaupun sudah punya portofolio yang bagus kebanyakan requirement master degree jadi menurutnya mau belajar sesusah apapun akan tetap sulit serta menurutnya yang menarik data engineering karena belum banyak yang masuk atau marketnya belum luas seperti DA&DS, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career kedepannya di bidang ini Harga affordable, durasi bootcamp, kurikulum, mentor profesional dan testimoni (kenapa memilih Dibimbing sebenarnya sempat dicompare dengan platform lain seperti Purwadhika, Skilvul lebih memilih Dibimbing karena dari costnya dibanding yang lain paling affordable dan mereka lebih mahal materinya mirip dengan Dibimbing dari segi timelinenya 2 bulan kalau Dibimbing lebih, sehingga Dibimbing dari segi materi dan cost oke banget pengajarnya dari praktisi sudah pengalaman serta testimoninya bagus terbukti nyata)",ken de interest data analytics science ajar data analytics lumayan orang ajar data analytics saing ketat orang backgrond tech ajar data analytics lumayan terjun habis coba ajar data science udemy nonton youtube apply data science indonesia applynya negeri minta master degree portofolio bagus banyak requirement master degree turut ajar susah apa sulit turut tarik data engineering masuk marketnya luas da ds tuju utama kembang skill tunjang career depan bidang harga affordable durasi bootcamp kurikulum mentor profesional testimoni pilih bimbing dicompare platform purwadhika skilvul pilih bimbing costnya banding affordable mahal materi bimbing segi timelinenya bimbing bimbing segi materi cost oke banget ajar praktisi alam testimoninya bagus bukti nyata,instagram
2025-08-22,Public Relation,CAJC,1.0,22.0,java_non_jabodetabek,Pekerja,Private Employee,"Kebetulan lulusan ilmu komunikasi tetapi ngerasa skill PR masih minim dan kebetulan saat ini sedang magang di perusahaan BUMN bagian corporate communication banyak menemukan hal-hal baru yang belum diketahui jadi pengen belajar untuk nambah skill dan mau diseriusin untuk pengen masuk di perusahaan BUMN bagian corporate communication juga dan dari awal register di Dibimbing sudah yakin di program ini tidak berpikir ke program lain, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career kedepannya di bidang ini Program bootcamp (kenapa memilih Dibimbing karena program yang menyediakan PR di Dibimbing dan dia saat ini on progress ikut bootcamp di harisenin.com program social media menurutnya kurang worth it dan yang membuat yakin dengan Dibimbing dari program lain sudah berjalan lancar dan banyak batchnya)",lulus ilmu komunikasi ngerasa skill pr minim magang usaha bumn corporate communication temu ken ajar nambah skill diseriusin ken masuk usaha bumn corporate communication register bimbing program pikir program tuju utama kembang skill tunjang career depan bidang program bootcamp pilih bimbing program sedia pr bimbing on progress bootcamp harisenin com program social media turut worth it bimbing program jalan lancar batchnya,other
2025-08-22,Data Science,JCJC+,39.0,22.0,outside_java,Job seeker,Job Seeker / Unemployed,"Ada keinginan untuk switch career dibidang data science & data analyst, sehingga tertarik untuk mengikuti bootcamp agar mendapatkan fasilitas dan pendampingan yang bisa support secara maksimal dalam proses belajar dan persiapan karirnya yang benar-benar dimulai dari awal, karena sebelumnya belum pernah berada dibidang data science & data analyst Rekomendasi teman dan fasilitas job connector + (memilih Dibimbing karena mendapat rekomendasi dari temannya yang pernah mengikuti bootcamp di Harisenin dan temannya itu lebih merekomendasikan untuk ikut bootcamp di Dibimbing saja daripada di Harisenin. Selain itu, tertarik dari segi fasilitas job connector +, yakni fasilitas internship dan extra class)",switch career bidang data science data analyst tarik ikut bootcamp fasilitas damping support maksimal proses ajar siap karirnya bidang data science data analyst rekomendasi teman fasilitas job connector pilih bimbing rekomendasi teman ikut bootcamp harisenin teman rekomendasi bootcamp bimbing harisenin tarik segi fasilitas job connector fasilitas internship extra class,referral
2025-08-22,Data Science,JCJC+,39.0,25.0,java_non_jabodetabek,Pekerja,Private Employee,"Ada keinginan untuk switch career dibidang data science & data analyst, serta ingin menambah opportunity untuk bisa bekerja di luar negeri dan secara rempte yang mana bidang kerja yang banyak dicari adalah bidang IT termasuk juga bidang data. Oleh karena itu, tertarik mengikuti bootcamp untuk bisa mendapat pendampingan belajarc dan fasilitas yang bisa support persiapan karirnya untuk switch career tersebut Rekomendasi konten influencer kak Claudia, harga affordable dan fasilitas bootcamp (memilih Dibimbing karena mengetahui informasi dari konten-konten influencer kak Claudia. Selain itu, fasilitas yang ada di Dibimbing juga sudah sesuai untuk bisa membantu kebutuhannya dengan harga yang affordable)",switch career bidang data science data analyst tambah opportunity negeri rempte bidang kerja cari bidang it bidang data tarik ikut bootcamp damping belajarc fasilitas support siap karirnya switch career rekomendasi konten influencer kak claudia harga affordable fasilitas bootcamp pilih bimbing informasi konten konten influencer kak claudia fasilitas bimbing sesuai bantu butuh harga affordable,tiktok
2025-08-22,Cyber Security,CAJC,4.0,20.0,outside_java,Mahasiswa,Student,"Saat ini sedang berkuliah dengan konsentrasi studi cyber security, tetapi merasa belajar di perkuliahan tidak begitu maksimal, sehingga ingin mendalami dan improve ilmu serta karir dibidang cyber security tersebut dengan mengikuti bootcamp ini. Selain itu, mengikuti bootcamp untuk persiapan karirnya juga setelah lulus kuliah nantinya, karena ada rencana ingin bekerja dibidang cyber security Silabus (memilih Dibimbing karena tertarik dengan silabus atau materi yang akan dipelajari dan diperoleh selama bootcamp nantinya, karena silabus tersebut berisikan materi-materi yang lengkap dan sesuai dengan yang sedang dicari dan dibutuhkannya)",kuliah konsentrasi studi cyber security ajar kuliah maksimal dalam improve ilmu karir bidang cyber security ikut bootcamp ikut bootcamp siap karirnya lulus kuliah rencana bidang cyber security silabus pilih bimbing tarik silabus materi ajar oleh bootcamp silabus risi materi materi lengkap sesuai cari butuh,instagram
2025-08-22,Supply Chain Management,CAJC,1.0,24.0,java_non_jabodetabek,Job seeker,Job Seeker / Unemployed,"Sebelumnya sudah familiar atau belajar bidang suplay chain management saat kuliah, sehingga ingin lebih memperdalam bidang tersebut, karena ada rencana untuk bisa berkarir dibidang suplay chain management itu. Oleh karena itu, tertarik mengikuti bootcamp untuk bisa mendapatkan fasilittas dan pendampingan yang supoort penuh proses belajar dan persiapan karirnya secara profesional Rekomendasi teman, fasilitas dan silabus (memilih Dibimbing karena mendapat rekomendasi dari temannya. Kemudian, saat mengetahui detail fasilitas dan silabus di bootcamp Dibimbing, jadi tertarik dan memutuskan untuk daftar, karena memang sudah cocok dengan fasilitas dan silabus yang ditawarkan",familiar ajar bidang suplay chain management kuliah dalam bidang rencana berkarir bidang suplay chain management tarik ikut bootcamp fasilittas damping supoort penuh proses ajar siap karirnya profesional rekomendasi teman fasilitas silabus pilih bimbing rekomendasi teman detail fasilitas silabus bootcamp bimbing tarik putus daftar cocok fasilitas silabus tawar,referral
2025-08-23,Data Science,JCJC+,39.0,25.0,java_non_jabodetabek,Job seeker,Job Seeker / Unemployed,"Ingin switch career ke data analyst karena sebelumnya juga sudah punya pengalaman di bidang data governance, namun melihat loker saat ini sangat sedikit jadi lebih tertarik ke data analyst Batch terdekat data analyst hanya dibimbing (belum terlalu banyak compare dengan platform lain, namun memutuskan pilih dibimbing karena melihat next batch DSA cukup dekat jadi tidak perlu nunggu lama)",switch career data analyst alam bidang data governance loker tarik data analyst batch dekat data analyst bimbing compare platform putus pilih bimbing next batch dsa nunggu,other
